key,project,issuetype,resolution,priority,created,resolutiondate,summary,category,spec_areas,is_nonconformance,mentions_other_driver,preventable_by_yaml_test,confidence,rationale,components,labels,fix_versions,links,url
GODRIVER-320,GODRIVER,Bug,Fixed,Major - P3,2018-03-29,2018-03-29,Document Should Be Reset In Examples,driver_spec_nonconformance,cursors,True,False,True,medium,Cursor error handling issue,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-320
GODRIVER-299,GODRIVER,Bug,Fixed,Major - P3,2018-03-24,2018-03-29,Adding MongoDB GO driver dependency using Dep results in an error,not_relevant,,False,False,False,medium,Build system or dependency issue,,,,,https://jira.mongodb.org/browse/GODRIVER-299
GODRIVER-321,GODRIVER,Bug,Fixed,Major - P3,2018-03-29,2018-03-29,convertValueToElem should copy the attached *bson.Document,driver_spec_nonconformance,bson,True,False,True,medium,BSON encoding/decoding issue,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-321
GODRIVER-327,GODRIVER,Improvement,Done,Major - P3,2018-04-03,2018-04-05,Migrate to new library structure,not_relevant,,False,False,False,medium,Internal refactoring without behavior change,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-327
GODRIVER-309,GODRIVER,Bug,Done,Major - P3,2018-03-26,2018-04-05,Fix excessive escaping when printing BSON objects,not_relevant,,False,False,False,medium,Output formatting cosmetic issue,,,0.0.3,Related:GODRIVER-328,https://jira.mongodb.org/browse/GODRIVER-309
GODRIVER-324,GODRIVER,Improvement,Done,Major - P3,2018-04-03,2018-04-05,Handle objectid.ObjectID in the bson.Encoder,driver_spec_nonconformance,bson,True,False,True,medium,BSON encoding/decoding issue,,,0.0.3,Problem/Incident:GODRIVER-323,https://jira.mongodb.org/browse/GODRIVER-324
GODRIVER-317,GODRIVER,Improvement,Done,Major - P3,2018-03-27,2018-04-05,Handle nil properties of a struct in the BSON encoder,driver_spec_nonconformance,bson,True,False,True,high,BSON encoding of struct fields inside containers,,,0.0.3,Depends:GODRIVER-315|Duplicate:GODRIVER-315,https://jira.mongodb.org/browse/GODRIVER-317
GODRIVER-339,GODRIVER,Bug,Fixed,Major - P3,2018-04-04,2018-04-05,Document Set does not always replace the correct field.,not_relevant,,False,True,False,low,Insufficient detail for classification,,,0.0.3,Depends:CLOUDP-29165,https://jira.mongodb.org/browse/GODRIVER-339
GODRIVER-256,GODRIVER,Improvement,Done,Major - P3,2018-02-21,2018-04-05,Ensure Cursor implementations return Close error on Close,driver_spec_nonconformance,cursors,True,True,True,medium,Cursor error handling issue,,Stitch,0.0.3,Depends:BAAS-1396,https://jira.mongodb.org/browse/GODRIVER-256
GODRIVER-336,GODRIVER,Improvement,Done,Major - P3,2018-04-04,2018-04-06,Move TLS configuration out of connection.New,not_relevant,,False,False,False,medium,Internal refactoring without behavior change,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-336
GODRIVER-332,GODRIVER,Improvement,Done,Trivial - P5,2018-04-04,2018-04-06,Use db.writeSelector in Database.RunCommand,avoidable_by_spec_conformance,sdam,False,False,False,medium,Topology selector refactoring,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-332
GODRIVER-334,GODRIVER,Improvement,Done,Major - P3,2018-04-04,2018-04-06,Remove topology server selectors and use description server selectors,avoidable_by_spec_conformance,sdam,False,False,False,medium,Topology selector refactoring,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-334
GODRIVER-330,GODRIVER,Improvement,Done,Minor - P4,2018-04-04,2018-04-06,Create Collection using Database's read and write selectors,not_relevant,,False,False,False,medium,Internal refactoring without behavior change,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-330
GODRIVER-331,GODRIVER,Improvement,Done,Major - P3,2018-04-04,2018-04-06,Use description.WriteSelector instead of a ReadPrefSelector,not_relevant,,False,False,False,medium,Internal refactoring without behavior change,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-331
GODRIVER-333,GODRIVER,Improvement,Done,Minor - P4,2018-04-04,2018-04-06,ReadPref selector should use feature.MaxStaleness,not_relevant,,False,False,False,medium,Internal refactoring without behavior change,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-333
GODRIVER-346,GODRIVER,Improvement,Done,Major - P3,2018-04-05,2018-04-06,Refactor Client Options,avoidable_by_spec_conformance,sdam,False,False,False,medium,Topology selector refactoring,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-346
GODRIVER-323,GODRIVER,Bug,Fixed,Major - P3,2018-04-03,2018-04-06,Struct with bson tag _id inserts a byte array instead of objectId,not_relevant,,False,False,False,medium,Output formatting cosmetic issue,BSON,,0.0.3,Problem/Incident:GODRIVER-324,https://jira.mongodb.org/browse/GODRIVER-323
GODRIVER-287,GODRIVER,Bug,Fixed,Major - P3,2018-03-19,2018-04-10,SSL client certificate should support PEM files with passwords,driver_spec_nonconformance,auth,True,False,True,high,SSL certificate password support missing,Connections,,0.0.3,Problem/Incident:GODRIVER-345|Related:GODRIVER-364,https://jira.mongodb.org/browse/GODRIVER-287
GODRIVER-358,GODRIVER,Bug,Done,Blocker - P1,2018-04-11,2018-04-11,why the spring-data-MongoDB support is not fetch all nested child records with data?,not_relevant,,False,False,False,medium,Internal refactoring without behavior change,Documentation,,,,https://jira.mongodb.org/browse/GODRIVER-358
GODRIVER-361,GODRIVER,Bug,Done,Blocker - P1,2018-04-12,2018-04-12,CLONE - why the spring-data-MongoDB support is not fetch all nested child records with data?,not_relevant,,False,False,False,medium,Internal refactoring without behavior change,Documentation,,,,https://jira.mongodb.org/browse/GODRIVER-361
GODRIVER-353,GODRIVER,Improvement,Done,Major - P3,2018-04-06,2018-04-13,Add license notice for core library,not_relevant,,False,False,False,low,Insufficient detail for classification,,,0.0.3,,https://jira.mongodb.org/browse/GODRIVER-353
GODRIVER-306,GODRIVER,Bug,Done,Major - P3,2018-03-25,2018-04-13,Collection,not_relevant,,False,False,False,low,Insufficient detail for classification,,,,,https://jira.mongodb.org/browse/GODRIVER-306
GODRIVER-369,GODRIVER,Bug,Done,Major - P3,2018-04-19,2018-04-19,Function mongo.newClient should not call topology.Connect,avoidable_by_spec_conformance,sdam,False,False,False,medium,Topology selector refactoring,CRUD,,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-369
GODRIVER-370,GODRIVER,Bug,Done,Major - P3,2018-04-19,2018-04-19,The ConnectTimeout ClientOption should be used when using the default Dialer,driver_spec_nonconformance,cmap,True,False,True,high,Connection timeout not properly configured,Connections|CRUD|Networking,,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-370
GODRIVER-371,GODRIVER,Bug,Done,Major - P3,2018-04-19,2018-04-19,SocketTimeout should be set as Read and Write Timeouts on a Connection,driver_spec_nonconformance,cmap,True,False,True,high,Connection timeout not properly configured,Connections|CRUD|Networking,,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-371
GODRIVER-337,GODRIVER,Improvement,Done,Major - P3,2018-04-04,2018-04-19,Allow option.Optioner to return an error,driver_spec_nonconformance,bson,True,False,True,medium,BSON encoding/decoding issue,Options & Configuration,,0.0.4,Depends:GODRIVER-350|Related:GODRIVER-272,https://jira.mongodb.org/browse/GODRIVER-337
GODRIVER-316,GODRIVER,Bug,Fixed,Major - P3,2018-03-27,2018-04-23,ServerSelectionTimeout does not currently have a default value,not_relevant,,False,False,False,low,Insufficient detail for classification,Options & Configuration|Server Discovery and Monitoring,,0.0.3,Related:GODRIVER-254,https://jira.mongodb.org/browse/GODRIVER-316
GODRIVER-318,GODRIVER,Bug,Fixed,Major - P3,2018-03-27,2018-04-25,should at least compile on 386 platforms ,not_relevant,,False,False,False,medium,Platform-specific compilation issue,Testing,evg,,Duplicate:GODRIVER-377,https://jira.mongodb.org/browse/GODRIVER-318
GODRIVER-298,GODRIVER,Bug,Fixed,Major - P3,2018-03-24,2018-04-26,Passing a nil context.Next to Cursor#Next panics,avoidable_by_spec_conformance,cmap,False,False,unsure,high,Connection pool concurrency issue caught by spec rigor,Connections,,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-298
GODRIVER-383,GODRIVER,Bug,Fixed,Major - P3,2018-04-23,2018-04-26,Use Server Selection Timeout from connection string,driver_spec_nonconformance,cmap,True,False,True,high,Connection timeout not properly configured,Options & Configuration,stitch,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-383
GODRIVER-307,GODRIVER,Bug,Fixed,Major - P3,2018-03-25,2018-04-27,Insert methods do not seem propogate duplicate key errors,driver_spec_nonconformance,crud,True,True,True,high,Duplicate key errors not properly propagated,CRUD,Stitch|evg,0.0.4,Depends:BAAS-1396|Depends:EVG-9620|Problem/Incident:GODRIVER-312,https://jira.mongodb.org/browse/GODRIVER-307
GODRIVER-388,GODRIVER,Bug,Fixed,Critical - P2,2018-04-27,2018-04-28,Creating a new connection may leak a semaphore permit,avoidable_by_spec_conformance,cmap,False,False,unsure,high,Connection pool concurrency issue caught by spec rigor,Connections,,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-388
GODRIVER-389,GODRIVER,Bug,Fixed,Critical - P2,2018-04-27,2018-04-28,Race condition when disconnecting a connection pool,avoidable_by_spec_conformance,cmap,False,False,unsure,high,Connection pool concurrency issue caught by spec rigor,Connections,,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-389
GODRIVER-390,GODRIVER,Bug,Fixed,Major - P3,2018-04-27,2018-04-28,Getting a connection from a pool can be starved indefinitely,avoidable_by_spec_conformance,cmap,False,False,unsure,high,Connection pool concurrency issue caught by spec rigor,Connections,,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-390
GODRIVER-374,GODRIVER,Bug,Fixed,Blocker - P1,2018-04-22,2018-05-01,examples_test.go : Topology is closed on Mac,avoidable_by_spec_conformance,sdam,False,False,True,medium,Topology lifecycle issue on macOS,Testing,,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-374
GODRIVER-397,GODRIVER,Bug,Fixed,Critical - P2,2018-05-01,2018-05-02,Connections are leaked by the driver,avoidable_by_spec_conformance,cmap,False,False,unsure,high,Connection pool concurrency issue caught by spec rigor,Core API,Stitch,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-397
GODRIVER-359,GODRIVER,Improvement,Fixed,Major - P3,2018-04-11,2018-05-02,Add bson.Zeroer types for comparing structs,driver_spec_nonconformance,bson,True,True,True,high,BSON encoding of struct fields inside containers,BSON,FreeMonitoring|evg,0.0.4,Depends:CLOUDP-29491|Depends:CLOUDP-29165|Problem/Incident:GODRIVER-305,https://jira.mongodb.org/browse/GODRIVER-359
GODRIVER-363,GODRIVER,Improvement,Done,Major - P3,2018-04-12,2018-05-02,"BSON encode and decoder do not support time.Time, url.URL, or json.Number",driver_spec_nonconformance,bson,True,True,True,high,Encoder/Decoder missing support for standard types,BSON,FreeMonitoring|evg,0.0.4,Depends:CLOUDP-29165|Problem/Incident:GODRIVER-300|Related:GODRIVER-163,https://jira.mongodb.org/browse/GODRIVER-363
GODRIVER-343,GODRIVER,Improvement,Done,Major - P3,2018-04-04,2018-05-02,Add Encoder support for the decimal.decimal128 type,driver_spec_nonconformance,bson,True,False,True,high,Missing decimal.decimal128 type support in encoder,BSON,,0.0.4,,https://jira.mongodb.org/browse/GODRIVER-343
GODRIVER-396,GODRIVER,Bug,Done,Major - P3,2018-05-01,2018-05-03,Read Preference from connection string should be used,driver_spec_nonconformance,connection-string|server-selection,True,False,True,high,read preference from connection string not used when creating client.,Options & Configuration,stitch,0.0.5,Problem/Incident:GODRIVER-407,https://jira.mongodb.org/browse/GODRIVER-396
GODRIVER-198,GODRIVER,Improvement,Fixed,Major - P3,2018-01-17,2018-05-07,Ensure panics are handled when running functions in goroutines,not_relevant,,False,False,False,high,"Internal error handling improvement, not spec conformance.",Error Handling,Stitch,,Depends:BAAS-1396|Related:GODRIVER-2432|Related:GODRIVER-204,https://jira.mongodb.org/browse/GODRIVER-198
GODRIVER-406,GODRIVER,Bug,Fixed,Major - P3,2018-05-03,2018-05-08,zero values of time.Time should roundtrip,driver_spec_nonconformance,bson,True,False,True,high,BSON roundtrip issue: zero time.Time values not preserved.,BSON,,,,https://jira.mongodb.org/browse/GODRIVER-406
GODRIVER-305,GODRIVER,Bug,Fixed,Major - P3,2018-03-24,2018-05-09,reflection panics when doing equality comparisons ,avoidable_by_spec_conformance,bson,True,False,unsure,medium,BSON encoding equality check panics; spec-level encoder robustness.,BSON,FreeMonitoring|evg,0.0.4,Duplicate:GODRIVER-344|Problem/Incident:GODRIVER-359,https://jira.mongodb.org/browse/GODRIVER-305
GODRIVER-407,GODRIVER,Bug,Fixed,Major - P3,2018-05-05,2018-05-10,implicit readPreference not allowed,driver_spec_nonconformance,server-selection,True,False,True,high,readPreference assumed always explicit; segfault on missing default.,Connections|Options & Configuration|Server Selection,,0.0.5,Problem/Incident:GODRIVER-396,https://jira.mongodb.org/browse/GODRIVER-407
GODRIVER-395,GODRIVER,Bug,Fixed,Major - P3,2018-05-01,2018-05-14,Err check phase fails,not_relevant,,False,False,False,medium,Build/CI failure after connection pool race condition fix.,,,0.0.5,,https://jira.mongodb.org/browse/GODRIVER-395
GODRIVER-329,GODRIVER,Improvement,Fixed,Major - P3,2018-04-03,2018-05-15,Make bson.Decoder an interface,not_relevant,,False,False,False,high,"API design improvement for pluggable decoders, not spec-driven.",BSON,,0.0.5,,https://jira.mongodb.org/browse/GODRIVER-329
GODRIVER-410,GODRIVER,Improvement,Done,Minor - P4,2018-05-08,2018-05-17,IsZero and structs,driver_spec_nonconformance,bson,True,False,True,high,IsZero() returns false for structs; prevents omitempty flag.,,,0.0.5,,https://jira.mongodb.org/browse/GODRIVER-410
GODRIVER-209,GODRIVER,Improvement,Fixed,Minor - P4,2018-01-26,2018-05-22,Deprecate MongoDB-CR,not_relevant,,False,False,False,high,"Deprecation of legacy auth; policy/maintenance, not conformance.",Authentication,neweng,,Depends:DRIVERS-441,https://jira.mongodb.org/browse/GODRIVER-209
GODRIVER-273,GODRIVER,Improvement,Fixed,Major - P3,2018-03-05,2018-05-23,Rename the options package to option,not_relevant,,False,False,False,high,"API naming consistency refactor, not spec conformance.",Core API,,,,https://jira.mongodb.org/browse/GODRIVER-273
GODRIVER-403,GODRIVER,Bug,Fixed,Major - P3,2018-05-02,2018-05-23,command.Encode doesn't set slaveOk flag,driver_spec_nonconformance,wire-protocol|server-selection,True,False,True,high,slaveOk flag not set in OP_QUERY with secondary read preference.,Wire Protocol,Stitch|charts,0.0.6,Depends:CHARTS-1065|Problem/Incident:GODRIVER-419,https://jira.mongodb.org/browse/GODRIVER-403
GODRIVER-419,GODRIVER,Improvement,Done,Major - P3,2018-05-18,2018-05-23,Set the Kind when returning a topology.SelectedServer,driver_spec_nonconformance,server-selection,True,False,True,high,SelectedServer.Kind not set; slaveOk not propagated to reads.,Server Selection,,0.0.6,Problem/Incident:GODRIVER-403,https://jira.mongodb.org/browse/GODRIVER-419
GODRIVER-326,GODRIVER,Improvement,Fixed,Major - P3,2018-04-03,2018-05-23,Rename the addr package to address,not_relevant,,False,False,False,high,"Package naming refactor; improves code readability, not behavior.",Core API,,,,https://jira.mongodb.org/browse/GODRIVER-326
GODRIVER-328,GODRIVER,Improvement,Fixed,Major - P3,2018-04-03,2018-05-23,Combine the extjson and bson packages,not_relevant,,False,False,False,high,"Package consolidation; API design, not spec conformance.",JSON & ExtJSON,,,Related:GODRIVER-309,https://jira.mongodb.org/browse/GODRIVER-328
GODRIVER-426,GODRIVER,Bug,Fixed,Major - P3,2018-05-24,2018-05-24," Change ""too precise"" float32 behavior",driver_spec_nonconformance,bson,True,False,True,high,float32 deserialization returns 0 for over-precise values.,BSON,,0.0.6,,https://jira.mongodb.org/browse/GODRIVER-426
GODRIVER-427,GODRIVER,Bug,Fixed,Major - P3,2018-05-24,2018-05-24,fix pointers' decoding,driver_spec_nonconformance,bson,True,False,True,high,Pointer field decoding raises reflect.Value.Addr panic.,BSON,,0.0.6,,https://jira.mongodb.org/browse/GODRIVER-427
GODRIVER-434,GODRIVER,Bug,Fixed,Major - P3,2018-05-29,2018-05-29,Fix encoding of *time.Time,driver_spec_nonconformance,bson,True,False,True,high,*time.Time field ignored during BSON encoding.,BSON,,0.0.6,,https://jira.mongodb.org/browse/GODRIVER-434
GODRIVER-435,GODRIVER,Bug,Fixed,Major - P3,2018-05-29,2018-05-29,README does not have reference to GoDoc,not_relevant,,False,False,False,high,Documentation/README link addition; not spec-relevant.,Documentation,neweng,0.0.6,,https://jira.mongodb.org/browse/GODRIVER-435
GODRIVER-440,GODRIVER,Bug,Fixed,Major - P3,2018-05-30,2018-05-30,"fix swapped T, I values for Timestamp",driver_spec_nonconformance,bson,True,False,True,high,"BSON Timestamp T, I values swapped in decode.",BSON,,0.0.6,,https://jira.mongodb.org/browse/GODRIVER-440
GODRIVER-430,GODRIVER,Bug,Fixed,Major - P3,2018-05-25,2018-05-30,bson.Document.Delete and bson.Document.Prepend are subtly broken,avoidable_by_spec_conformance,bson,True,False,True,medium,Document index corruption in Delete/Prepend; BSON structure bug.,BSON,,0.0.6,,https://jira.mongodb.org/browse/GODRIVER-430
GODRIVER-436,GODRIVER,Bug,Fixed,Major - P3,2018-05-29,2018-05-31,Documentation does not indicate users should call client.Connect or use mongo.Connect,not_relevant,,False,False,False,high,Documentation/user guide omission; not spec behavior.,Documentation,neweng,0.0.7,,https://jira.mongodb.org/browse/GODRIVER-436
GODRIVER-432,GODRIVER,Bug,Fixed,Major - P3,2018-05-26,2018-05-31,topology.SelectServer leaks timers,avoidable_by_spec_conformance,sdam,False,False,False,medium,SDAM server selection timer leak; resource management bug.,Server Discovery and Monitoring,,0.0.6,Related:GODRIVER-431,https://jira.mongodb.org/browse/GODRIVER-432
GODRIVER-445,GODRIVER,Improvement,Done,Major - P3,2018-06-03,2018-06-04,Resync retryable writes tests,test_infrastructure,,False,False,False,high,Resync spec test files; links to SPEC-1005.,,,,Depends:SPEC-1005|Depends:DRIVERS-476,https://jira.mongodb.org/browse/GODRIVER-445
GODRIVER-293,GODRIVER,Improvement,Fixed,Major - P3,2018-03-21,2018-06-05,Add Iterator for Array,not_relevant,,False,False,False,high,"BSON API feature; iterator abstraction, not spec-driven.",BSON,neweng,0.0.7,,https://jira.mongodb.org/browse/GODRIVER-293
GODRIVER-442,GODRIVER,Bug,Fixed,Major - P3,2018-05-31,2018-06-05,Authentication error should drain a topology.Server's connection pool,driver_spec_nonconformance,auth|cmap,True,False,True,high,Auth spec: auth failure must close all pool sockets.,Server Discovery and Monitoring,neweng,0.0.7,Related:GODRIVER-322,https://jira.mongodb.org/browse/GODRIVER-442
